Rk,Season,TeamName,TeamId,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,2025-26,Denver Nuggets,DEN,82,19930,3570,7196,.496,1161,2934,.396,2409,4262,.565,1709,2116,.808,801,2805,3606,2375,560,325,1057,1569,10010
2,2025-26,Miami Heat,MIA,82,19705,3582,7648,.468,1123,3107,.361,2459,4541,.542,1624,2051,.792,970,2825,3795,2374,709,349,1120,1547,9911
3,2025-26,San Antonio Spurs,SAS,82,19730,3562,7371,.483,1116,3108,.359,2446,4263,.574,1586,2016,.787,935,2921,3856,2302,617,447,1103,1546,9826
4,2025-26,Cleveland Cavaliers,CLE,82,19755,3554,7381,.482,1173,3261,.360,2381,4120,.578,1520,1959,.776,961,2682,3643,2321,697,409,1147,1605,9801
5,2025-26,Oklahoma City Thunder,OKC,82,19855,3534,7307,.484,1135,3111,.365,2399,4196,.572,1557,1905,.817,784,2834,3618,2113,796,449,1031,1555,9760
6,2025-26,Atlanta Hawks,ATL,82,19755,3575,7541,.474,1201,3237,.371,2374,4304,.552,1363,1762,.774,900,2670,3570,2471,768,384,1162,1612,9714
7,2025-26,Minnesota Timberwolves,MIN,82,19780,3495,7260,.481,1128,3049,.370,2367,4211,.562,1558,2072,.752,907,2708,3615,2138,717,476,1214,1738,9676
8,2025-26,Detroit Pistons,DET,82,19805,3560,7340,.485,902,2534,.356,2658,4806,.553,1635,2144,.763,1073,2663,3736,2281,856,523,1241,1803,9657
9,2025-26,Utah Jazz,UTA,82,19830,3489,7469,.467,1036,3006,.345,2453,4463,.550,1628,2071,.786,984,2609,3593,2429,729,309,1272,1733,9642
10,2025-26,New York Knicks,NYK,82,19755,3500,7328,.478,1168,3133,.373,2332,4195,.556,1381,1743,.792,1040,2700,3740,2250,666,322,1119,1638,9549
11,2025-26,Los Angeles Lakers,LAL,82,19705,3448,6863,.502,970,2701,.359,2478,4162,.595,1674,2194,.763,774,2587,3361,2122,701,351,1188,1517,9540
12,2025-26,Chicago Bulls,CHI,82,19755,3476,7417,.469,1169,3287,.356,2307,4130,.559,1416,1824,.776,849,2845,3694,2335,627,410,1257,1561,9537
13,2025-26,Charlotte Hornets,CHO,82,19755,3357,7292,.460,1343,3549,.378,2014,3743,.538,1456,1780,.818,1048,2730,3778,2160,577,369,1264,1564,9513
14,2025-26,Philadelphia 76ers,PHI,82,19880,3422,7404,.462,1011,2896,.349,2411,4508,.535,1647,2035,.809,967,2612,3579,2017,750,464,1117,1667,9502
15,2025-26,Orlando Magic,ORL,82,19830,3363,7244,.464,961,2799,.343,2402,4445,.540,1804,2251,.801,898,2659,3557,2177,697,387,1162,1719,9491
16,2025-26,New Orleans Pelicans,NOP,82,19805,3455,7420,.466,914,2635,.347,2541,4785,.531,1649,2104,.784,1002,2596,3598,2058,726,424,1163,1634,9473
17,2025-26,Portland Trail Blazers,POR,82,19755,3350,7389,.453,1186,3462,.343,2164,3927,.551,1583,2069,.765,1157,2614,3771,2062,677,448,1417,1634,9469
18,2025-26,Houston Rockets,HOU,82,19905,3523,7361,.479,940,2580,.364,2583,4781,.540,1463,1917,.763,1233,2713,3946,2083,701,473,1261,1501,9449
19,2025-26,Boston Celtics,BOS,82,19730,3456,7398,.467,1268,3456,.367,2188,3942,.555,1238,1534,.807,1025,2777,3802,2021,585,410,1014,1562,9418
20,2025-26,Memphis Grizzlies,MEM,82,19730,3390,7431,.456,1143,3241,.353,2247,4190,.536,1480,1867,.793,916,2538,3454,2283,723,393,1236,1680,9403
21,2025-26,Toronto Raptors,TOR,82,19780,3495,7250,.482,932,2633,.354,2563,4617,.555,1478,1922,.769,895,2557,3452,2417,722,395,1121,1710,9400
22,2025-26,Golden State Warriors,GSW,82,19805,3357,7280,.461,1286,3616,.356,2071,3664,.565,1398,1732,.807,932,2540,3472,2369,796,346,1284,1608,9398
23,2025-26,Dallas Mavericks,DAL,82,19855,3432,7366,.466,899,2615,.344,2533,4751,.533,1595,2113,.755,863,2803,3666,2072,619,423,1193,1508,9358
24,2025-26,Los Angeles Clippers,LAC,82,19780,3322,6857,.484,1019,2772,.368,2303,4085,.564,1666,2025,.823,784,2545,3329,1947,738,400,1176,1549,9329
25,2025-26,Washington Wizards,WAS,82,19755,3428,7409,.463,1070,2983,.359,2358,4426,.533,1332,1738,.766,900,2536,3436,2054,655,452,1284,1750,9258
26,2025-26,Phoenix Suns,PHO,82,19755,3362,7389,.455,1210,3348,.361,2152,4041,.533,1298,1663,.781,1064,2471,3535,2021,781,347,1188,1691,9232
27,2025-26,Indiana Pacers,IND,82,19755,3346,7304,.458,1097,3084,.356,2249,4220,.533,1430,1842,.776,806,2633,3439,2269,605,374,1190,1710,9219
28,2025-26,Sacramento Kings,SAC,82,19755,3408,7299,.467,843,2476,.340,2565,4823,.532,1443,1870,.772,943,2523,3466,2095,658,372,1175,1614,9102
29,2025-26,Milwaukee Bucks,MIL,82,19755,3345,7012,.477,1240,3205,.387,2105,3807,.553,1142,1564,.730,731,2610,3341,2116,607,326,1247,1617,9072
30,2025-26,Brooklyn Nets,BRK,82,19755,3071,6933,.443,1073,3152,.340,1998,3781,.528,1471,1885,.780,847,2378,3225,2050,653,350,1292,1728,8686
,2025-26,League Average,,82,19783,3441,7305,.471,1091,3032,.360,2350,4273,.550,1507,1926,.783,933,2656,3589,2193,690,397,1190,1629,9480
1,2024-25,Cleveland Cavaliers,CLE,82,19755,3652,7444,.491,1303,3401,.383,2349,4043,.581,1392,1793,.776,917,2806,3723,2304,670,350,1082,1487,9999
2,2024-25,Memphis Grizzlies,MEM,82,19705,3670,7654,.479,1141,3106,.367,2529,4548,.556,1499,1908,.786,1056,2819,3875,2330,726,462,1285,1711,9980
3,2024-25,Denver Nuggets,DEN,82,19855,3724,7360,.506,984,2619,.376,2740,4741,.578,1470,1909,.770,919,2832,3751,2542,656,402,1169,1444,9902
4,2024-25,Oklahoma City Thunder,OKC,82,19705,3660,7600,.482,1192,3184,.374,2468,4416,.559,1369,1672,.819,871,2801,3672,2202,847,465,961,1631,9881
5,2024-25,Atlanta Hawks,ATL,82,19780,3556,7528,.472,1107,3089,.358,2449,4439,.552,1472,1900,.775,974,2675,3649,2426,798,419,1273,1564,9691
6,2024-25,Chicago Bulls,CHI,82,19755,3543,7545,.470,1266,3447,.367,2277,4098,.556,1308,1617,.809,825,2935,3760,2383,621,386,1203,1444,9660
7,2024-25,Indiana Pacers,IND,82,19855,3574,7326,.488,1081,2934,.368,2493,4392,.568,1395,1768,.789,752,2678,3430,2398,694,448,1082,1533,9624
8,2024-25,Boston Celtics,BOS,82,19830,3413,7382,.462,1457,3955,.368,1956,3427,.571,1251,1565,.799,933,2783,3716,2144,589,452,973,1303,9534
9,2024-25,New York Knicks,NYK,82,19880,3553,7315,.486,1031,2794,.369,2522,4521,.558,1357,1696,.800,890,2607,3497,2254,671,324,1088,1407,9494
10,2024-25,Sacramento Kings,SAC,82,19880,3529,7385,.478,1032,2887,.357,2497,4498,.555,1400,1738,.806,901,2723,3624,2169,620,357,1092,1548,9490
11,2024-25,Milwaukee Bucks,MIL,82,19755,3445,7082,.486,1161,3003,.387,2284,4079,.560,1421,1895,.750,674,2882,3556,2090,601,384,1097,1469,9472
12,2024-25,Detroit Pistons,DET,82,19805,3503,7363,.476,1051,2901,.362,2452,4462,.550,1414,1826,.774,931,2739,3670,2165,652,431,1219,1695,9471
13,2024-25,Minnesota Timberwolves,MIN,82,19830,3364,7182,.468,1233,3269,.377,2131,3913,.545,1411,1789,.789,908,2726,3634,2142,654,406,1186,1498,9372
14,2024-25,Houston Rockets,HOU,82,19780,3484,7659,.455,1038,2938,.353,2446,4721,.518,1366,1851,.738,1200,2774,3974,1914,689,411,1139,1557,9372
15,2024-25,Dallas Mavericks,DAL,82,19730,3443,7194,.479,1020,2801,.364,2423,4393,.552,1458,1894,.770,828,2702,3530,2070,636,445,1151,1458,9364
16,2024-25,San Antonio Spurs,SAS,82,19730,3426,7362,.465,1158,3246,.357,2268,4116,.551,1332,1721,.774,896,2685,3581,2348,674,455,1138,1363,9342
17,2024-25,Golden State Warriors,GSW,82,19730,3342,7412,.451,1264,3475,.364,2078,3937,.528,1383,1811,.764,1029,2692,3721,2386,771,391,1152,1571,9331
18,2024-25,Phoenix Suns,PHO,82,19830,3381,7075,.478,1176,3112,.378,2205,3963,.556,1379,1702,.810,783,2701,3484,2277,593,392,1153,1471,9317
19,2024-25,Los Angeles Lakers,LAL,82,19730,3356,7007,.479,1092,2981,.366,2264,4026,.562,1494,1902,.785,792,2687,3479,2131,633,367,1145,1415,9298
20,2024-25,Los Angeles Clippers,LAC,82,19805,3409,7075,.482,1022,2738,.373,2387,4337,.550,1416,1776,.797,841,2750,3591,2064,773,370,1220,1503,9256
21,2024-25,Utah Jazz,UTA,82,19805,3305,7272,.454,1144,3267,.350,2161,4005,.540,1421,1836,.774,983,2741,3724,2093,555,360,1412,1549,9175
22,2024-25,Portland Trail Blazers,POR,82,19780,3325,7396,.450,1057,3095,.342,2268,4301,.527,1386,1820,.762,1095,2576,3671,1952,678,433,1309,1558,9093
23,2024-25,Toronto Raptors,TOR,82,19805,3414,7462,.458,969,2786,.348,2445,4676,.523,1294,1729,.748,1034,2666,3700,2340,664,348,1257,1738,9091
24,2024-25,Miami Heat,MIA,82,19930,3318,7138,.465,1124,3060,.367,2194,4078,.538,1309,1654,.791,798,2760,3558,2166,668,314,1114,1275,9069
25,2024-25,New Orleans Pelicans,NOP,82,19755,3332,7368,.452,986,2839,.347,2346,4529,.518,1356,1799,.754,993,2583,3576,2119,701,429,1201,1499,9006
26,2024-25,Philadelphia 76ers,PHI,82,19805,3254,7168,.454,1041,3050,.341,2213,4118,.537,1439,1844,.780,852,2411,3263,1901,752,366,1117,1556,8988
27,2024-25,Washington Wizards,WAS,82,19730,3233,7371,.439,1075,3210,.335,2158,4161,.519,1315,1690,.778,867,2716,3583,2058,623,420,1276,1618,8856
28,2024-25,Orlando Magic,ORL,82,19730,3130,7034,.445,921,2892,.318,2209,4142,.533,1464,1890,.775,914,2517,3431,1887,729,488,1165,1648,8645
29,2024-25,Brooklyn Nets,BRK,82,19780,3086,7060,.437,1113,3232,.344,1973,3828,.515,1334,1696,.787,894,2493,3387,2063,639,352,1244,1698,8619
30,2024-25,Charlotte Hornets,CHO,82,19755,3142,7308,.430,1065,3143,.339,2077,4165,.499,1269,1621,.783,1003,2703,3706,1994,607,368,1271,1535,8618
,2024-25,League Average,,82,19787,3419,7318,.467,1110,3082,.360,2309,4236,.545,1386,1777,.780,912,2705,3617,2177,673,400,1172,1525,9334
1,2023-24,Indiana Pacers,IND,82,19705,3855,7599,.507,1082,2891,.374,2773,4708,.589,1318,1685,.782,827,2578,3405,2522,631,481,1059,1756,10110
2,2023-24,Boston Celtics,BOS,82,19830,3601,7396,.487,1351,3482,.388,2250,3914,.575,1334,1654,.807,876,2923,3799,2207,557,538,979,1326,9887
3,2023-24,Oklahoma City Thunder,OKC,82,19805,3653,7324,.499,1090,2805,.389,2563,4519,.567,1451,1759,.825,722,2725,3447,2223,694,538,1039,1545,9847
4,2023-24,Milwaukee Bucks,MIL,82,19805,3538,7258,.487,1163,3122,.373,2375,4136,.574,1517,1960,.774,772,2850,3622,2176,558,413,1059,1574,9756
5,2023-24,Atlanta Hawks,ATL,82,19855,3529,7584,.465,1125,3092,.364,2404,4492,.535,1520,1906,.797,1024,2639,3663,2180,615,369,1110,1522,9703
6,2023-24,Los Angeles Lakers,LAL,82,19855,3580,7177,.499,969,2572,.377,2611,4605,.567,1550,1983,.782,676,2859,3535,2340,605,453,1146,1283,9679
7,2023-24,Dallas Mavericks,DAL,82,19705,3535,7352,.481,1197,3242,.369,2338,4110,.569,1397,1842,.758,797,2724,3521,2106,563,406,1027,1500,9664
8,2023-24,Golden State Warriors,GSW,82,19830,3582,7515,.477,1211,3191,.380,2371,4324,.548,1282,1644,.780,996,2834,3830,2402,572,377,1174,1598,9657
9,2023-24,Sacramento Kings,SAC,82,19855,3553,7455,.477,1178,3219,.366,2375,4236,.561,1274,1710,.745,888,2719,3607,2324,625,342,1078,1632,9558
10,2023-24,Phoenix Suns,PHO,82,19780,3482,7063,.493,1020,2671,.382,2462,4392,.561,1548,1915,.808,831,2783,3614,2218,610,492,1221,1475,9532
11,2023-24,Utah Jazz,UTA,82,19805,3443,7371,.467,1060,2993,.354,2383,4378,.544,1538,1853,.830,1002,2725,3727,2232,537,458,1285,1523,9484
12,2023-24,Los Angeles Clippers,LAC,82,19705,3473,7108,.489,1036,2719,.381,2437,4389,.555,1499,1817,.825,822,2701,3523,2097,640,413,1078,1519,9481
13,2023-24,New Orleans Pelicans,NOP,82,19705,3484,7165,.486,1023,2673,.383,2461,4492,.548,1445,1873,.771,852,2753,3605,2210,684,378,1067,1508,9436
14,2023-24,Denver Nuggets,DEN,82,19705,3610,7279,.496,958,2560,.374,2652,4719,.562,1240,1628,.762,881,2763,3644,2415,585,457,1036,1489,9418
15,2023-24,Philadelphia 76ers,PHI,82,19780,3404,7331,.464,992,2733,.363,2412,4598,.525,1597,1934,.826,906,2616,3522,2041,694,492,984,1668,9397
16,2023-24,Houston Rockets,HOU,82,19855,3425,7459,.459,1043,2964,.352,2382,4495,.530,1482,1916,.773,940,2787,3727,2035,639,375,1045,1702,9375
17,2023-24,Washington Wizards,WAS,82,19730,3523,7493,.470,1015,2915,.348,2508,4578,.548,1266,1657,.764,755,2613,3368,2288,623,415,1147,1637,9327
18,2023-24,Minnesota Timberwolves,MIN,82,19805,3383,6974,.485,1037,2681,.387,2346,4293,.546,1461,1881,.777,770,2807,3577,2184,647,497,1162,1544,9264
19,2023-24,New York Knicks,NYK,82,19730,3385,7272,.465,1083,2936,.369,2302,4336,.531,1396,1789,.780,1039,2665,3704,1998,612,336,1085,1447,9249
20,2023-24,Cleveland Cavaliers,CLE,82,19805,3425,7148,.479,1108,3016,.367,2317,4132,.561,1278,1671,.765,807,2742,3549,2299,605,380,1112,1436,9236
21,2023-24,Toronto Raptors,TOR,82,19805,3466,7356,.471,942,2712,.347,2524,4644,.543,1339,1772,.756,891,2607,3498,2335,634,388,1147,1509,9213
22,2023-24,Chicago Bulls,CHI,82,19980,3448,7339,.470,941,2630,.358,2507,4709,.532,1369,1731,.791,916,2677,3593,2048,638,394,1004,1541,9206
23,2023-24,San Antonio Spurs,SAS,82,19830,3438,7436,.462,1036,2983,.347,2402,4453,.539,1280,1637,.782,849,2778,3627,2449,584,520,1242,1414,9192
24,2023-24,Orlando Magic,ORL,82,19780,3318,6964,.476,903,2568,.352,2415,4396,.549,1519,2002,.759,861,2608,3469,2023,669,423,1206,1618,9058
25,2023-24,Brooklyn Nets,BRK,82,19805,3334,7307,.456,1089,3010,.362,2245,4297,.522,1293,1711,.756,938,2675,3613,2102,556,424,1076,1516,9050
26,2023-24,Miami Heat,MIA,82,19755,3266,7022,.465,1022,2765,.370,2244,4257,.527,1478,1806,.818,766,2702,3468,2116,617,280,1038,1415,9032
27,2023-24,Detroit Pistons,DET,82,19755,3353,7236,.463,906,2602,.348,2447,4634,.528,1398,1780,.785,861,2692,3553,2088,531,384,1248,1688,9010
28,2023-24,Charlotte Hornets,CHO,82,19730,3281,7133,.460,989,2788,.355,2292,4345,.528,1189,1512,.786,765,2538,3303,2033,562,371,1129,1472,8740
29,2023-24,Portland Trail Blazers,POR,82,19880,3227,7356,.439,939,2723,.345,2288,4633,.494,1329,1680,.791,1036,2469,3505,1894,627,354,1249,1654,8722
30,2023-24,Memphis Grizzlies,MEM,82,19780,3145,7230,.435,1071,3097,.346,2074,4133,.502,1316,1722,.764,896,2598,3494,2025,673,501,1236,1563,8677
,2023-24,League Average,,82,19792,3458,7290,.474,1053,2879,.366,2405,4412,.545,1397,1781,.784,865,2705,3570,2187,613,422,1116,1536,9365
1,2022-23,Sacramento Kings,SAC,82,19830,3573,7232,.494,1128,3060,.369,2445,4172,.586,1624,2055,.790,782,2699,3481,2237,574,275,1106,1616,9898
2,2022-23,Golden State Warriors,GSW,82,19830,3538,7393,.479,1363,3540,.385,2175,3853,.564,1314,1655,.794,864,2793,3657,2446,588,323,1336,1757,9753
3,2022-23,Atlanta Hawks,ATL,82,19855,3658,7574,.483,882,2505,.352,2776,5069,.548,1513,1850,.818,920,2719,3639,2049,580,401,1060,1541,9711
4,2022-23,Boston Celtics,BOS,82,19980,3460,7278,.475,1315,3492,.377,2145,3786,.567,1436,1769,.812,796,2921,3717,2186,521,430,1095,1542,9671
5,2022-23,Oklahoma City Thunder,OKC,82,19855,3533,7590,.465,995,2797,.356,2538,4793,.530,1572,1944,.809,934,2645,3579,2002,676,341,1069,1722,9633
6,2022-23,Los Angeles Lakers,LAL,82,19880,3516,7298,.482,885,2558,.346,2631,4740,.555,1691,2182,.775,818,2930,3748,2072,526,378,1154,1466,9608
7,2022-23,Utah Jazz,UTA,82,19805,3485,7365,.473,1094,3099,.353,2391,4266,.560,1536,1955,.786,968,2794,3762,2129,500,429,1259,1679,9600
8,2022-23,Milwaukee Bucks,MIL,82,19830,3504,7411,.473,1217,3306,.368,2287,4105,.557,1364,1837,.743,914,3074,3988,2115,521,403,1199,1481,9589
9,2022-23,Memphis Grizzlies,MEM,82,19780,3585,7551,.475,985,2807,.351,2600,4744,.548,1432,1954,.733,988,2835,3823,2135,680,473,1116,1643,9587
10,2022-23,Indiana Pacers,IND,82,19755,3444,7345,.469,1112,3030,.367,2332,4315,.540,1535,1944,.790,832,2575,3407,2213,631,478,1225,1741,9535
11,2022-23,New York Knicks,NYK,82,19955,3444,7328,.470,1037,2930,.354,2407,4398,.547,1589,2087,.761,1031,2790,3821,1880,527,340,1065,1666,9514
12,2022-23,Denver Nuggets,DEN,82,19755,3574,7088,.504,969,2559,.379,2605,4529,.575,1378,1834,.751,828,2699,3527,2368,618,368,1192,1525,9495
13,2022-23,Minnesota Timberwolves,MIN,82,19830,3515,7167,.490,997,2731,.365,2518,4436,.568,1467,1942,.755,749,2686,3435,2145,657,444,1258,1768,9494
14,2022-23,Philadelphia 76ers,PHI,82,19880,3347,6870,.487,1035,2675,.387,2312,4195,.551,1719,2058,.835,715,2641,3356,2063,635,389,1121,1675,9448
15,2022-23,New Orleans Pelicans,NOP,82,19855,3447,7180,.480,899,2468,.364,2548,4712,.541,1585,2000,.793,866,2717,3583,2122,681,337,1196,1678,9378
16,2022-23,Dallas Mavericks,DAL,82,19930,3283,6909,.475,1246,3362,.371,2037,3547,.574,1554,2057,.755,625,2556,3181,1880,514,304,1002,1697,9366
17,2022-23,Phoenix Suns,PHO,82,19780,3453,7388,.467,1001,2674,.374,2452,4714,.520,1412,1781,.793,971,2657,3628,2235,585,432,1110,1739,9319
18,2022-23,Los Angeles Clippers,LAC,82,19830,3370,7059,.477,1041,2735,.381,2329,4324,.539,1533,1962,.781,803,2742,3545,1959,580,364,1167,1598,9314
19,2022-23,Portland Trail Blazers,POR,82,19730,3317,7001,.474,1056,2893,.365,2261,4108,.550,1609,2021,.796,774,2551,3325,1981,553,376,1185,1643,9299
20,2022-23,Brooklyn Nets,BRK,82,19730,3399,6978,.487,1048,2771,.378,2351,4207,.559,1449,1811,.800,674,2648,3322,2093,585,506,1127,1730,9295
21,2022-23,Washington Wizards,WAS,82,19755,3456,7127,.485,925,2601,.356,2531,4526,.559,1442,1838,.785,774,2804,3578,2083,561,424,1158,1539,9279
22,2022-23,Chicago Bulls,CHI,82,19905,3488,7116,.490,854,2367,.361,2634,4749,.555,1446,1788,.809,694,2779,3473,2006,644,371,1097,1551,9276
23,2022-23,San Antonio Spurs,SAS,82,19855,3533,7593,.465,911,2640,.345,2622,4953,.529,1292,1739,.743,965,2619,3584,2232,572,322,1253,1630,9269
24,2022-23,Toronto Raptors,TOR,82,19805,3434,7489,.459,880,2626,.335,2554,4863,.525,1506,1922,.784,1043,2485,3528,1961,772,424,956,1641,9254
25,2022-23,Cleveland Cavaliers,CLE,82,19880,3408,6984,.488,950,2589,.367,2458,4395,.559,1439,1844,.780,795,2574,3369,2045,586,384,1094,1560,9205
26,2022-23,Orlando Magic,ORL,82,19780,3323,7074,.470,883,2551,.346,2440,4523,.539,1607,2050,.784,833,2713,3546,1906,603,382,1236,1652,9136
27,2022-23,Charlotte Hornets,CHO,82,19830,3385,7413,.457,881,2669,.330,2504,4744,.528,1447,1933,.749,901,2751,3652,2062,634,425,1164,1661,9098
28,2022-23,Houston Rockets,HOU,82,19755,3329,7287,.457,856,2619,.327,2473,4668,.530,1567,2078,.754,1100,2695,3795,1835,600,374,1332,1679,9081
29,2022-23,Detroit Pistons,DET,82,19805,3244,7140,.454,934,2659,.351,2310,4481,.516,1623,2106,.771,916,2564,3480,1884,574,308,1237,1813,9045
30,2022-23,Miami Heat,MIA,82,19805,3215,6991,.460,980,2852,.344,2235,4139,.540,1567,1885,.831,796,2533,3329,1955,655,243,1106,1516,8977
,2022-23,League Average,,82,19828,3442,7241,.475,1012,2806,.361,2430,4435,.548,1508,1929,.782,856,2706,3562,2076,598,382,1156,1638,9404
1,2021-22,Minnesota Timberwolves,MIN,82,19780,3411,7458,.457,1211,3386,.358,2200,4072,.540,1474,1894,.778,921,2700,3621,2106,721,460,1175,1786,9507
2,2021-22,Memphis Grizzlies,MEM,82,19780,3571,7739,.461,945,2679,.353,2626,5060,.519,1393,1898,.734,1159,2873,4032,2131,800,533,1082,1620,9480
3,2021-22,Milwaukee Bucks,MIL,82,19755,3429,7331,.468,1153,3151,.366,2276,4180,.544,1459,1881,.776,840,2990,3830,1960,623,326,1100,1494,9470
4,2021-22,Charlotte Hornets,CHO,82,19880,3508,7497,.468,1143,3130,.365,2365,4367,.542,1298,1753,.740,888,2767,3655,2302,707,402,1087,1629,9457
5,2021-22,Phoenix Suns,PHO,82,19730,3581,7389,.485,951,2616,.364,2630,4773,.551,1303,1635,.797,801,2913,3714,2244,702,359,1060,1633,9416
6,2021-22,Atlanta Hawks,ATL,82,19705,3401,7241,.470,1056,2821,.374,2345,4420,.531,1485,1829,.812,823,2783,3606,2017,587,348,972,1534,9343
7,2021-22,Utah Jazz,UTA,82,19730,3327,7067,.471,1192,3308,.360,2135,3759,.568,1470,1916,.767,884,2916,3800,1836,588,402,1149,1547,9316
8,2021-22,San Antonio Spurs,SAS,82,19805,3546,7601,.467,925,2626,.352,2621,4975,.527,1262,1673,.754,901,2815,3716,2289,626,403,1043,1483,9279
9,2021-22,Brooklyn Nets,BRK,82,19755,3442,7251,.475,940,2602,.361,2502,4649,.538,1434,1781,.805,844,2796,3640,2071,582,448,1153,1670,9258
10,2021-22,Denver Nuggets,DEN,82,19805,3416,7079,.483,1039,2944,.353,2377,4135,.575,1372,1725,.795,752,2865,3617,2279,592,305,1189,1639,9243
11,2021-22,Los Angeles Lakers,LAL,82,19980,3415,7279,.469,982,2826,.347,2433,4453,.546,1380,1884,.732,782,2826,3608,1968,626,425,1191,1654,9192
12,2021-22,Boston Celtics,BOS,82,19905,3341,7167,.466,1085,3044,.356,2256,4123,.547,1397,1713,.816,863,2915,3778,2036,591,478,1118,1521,9164
13,2021-22,Chicago Bulls,CHI,82,19730,3422,7127,.480,872,2364,.369,2550,4763,.535,1436,1766,.813,711,2760,3471,1958,585,336,1053,1540,9152
14,2021-22,Indiana Pacers,IND,82,19880,3398,7338,.463,997,2899,.344,2401,4439,.541,1347,1754,.768,925,2671,3596,2081,582,457,1183,1675,9140
15,2021-22,Golden State Warriors,GSW,82,19730,3323,7087,.469,1176,3231,.364,2147,3856,.557,1280,1665,.769,800,2930,3730,2223,719,372,1221,1723,9102
16,2021-22,Sacramento Kings,SAC,82,19805,3321,7223,.460,937,2722,.344,2384,4501,.530,1466,1908,.768,784,2737,3521,1943,588,369,1156,1552,9045
